search_keyword,title,price,deadline,category,applicants,posted_date,client_info,skills,status,url,description,ai_score,ai_reason,price_yen
システム開発,【AI駆動開発×未経験OK】ライブ配信アプリ開発エンジニア募集中（React Native / Rails）,"1,000,000円",2026年03月05日,iPhone・iPadアプリ開発,23人,2026年02月19日,情報,,,https://crowdworks.jp/public/jobs/12937364,"【AI駆動開発×未経験OK】ライブ配信アプリ開発エンジニア募集中（React Native / Rails） iPhone・iPadアプリ開発の仕事の依頼
SUPERNOVA.
 (0件のレビュー) 本人確認未提出 発注ルールチェック済み
仕事の概要
固定報酬制
	
1,000,000円 〜


納品希望日
	-

掲載日
	2026年02月19日

応募期限
	2026年03月05日

必要なスキル
	
Ruby on Rails node.js iOSアプリ開発 TypeScript React Native ChatGPT
応募状況
応募した人 23 人契約した人 0 人募集人数 1 人気になる！リスト 15 人
この仕事に応募したクラウドワーカーを見る 
仕事の詳細
■ 概要
国境を越えてユーザーをつなぐライブ配信プラットフォームの開発エンジニアを募集します。
既存のモバイルアプリ（React Native）を、React Native / Expo ベースでリファクタリングし、再構築していくプロジェクトです。
AI開発ツール（Cursor）を開発フローに取り入れており、実務経験が浅い方でも、学習意欲と基礎力があればご応募いただけます。
Junior〜Midレベルを主な対象としています。【勤務条件】
・勤務形態：完全リモート
・稼働時間：週30〜40時間目安（週4〜5日相当、応相談）
・報酬：月35万円〜80万円（経験・稼働時間により協議）
・本社：東京都港区・六本木
　※必要に応じてオフラインでの打ち合わせや出社が可能な方は歓迎します（常時出社前提ではありません）【依頼内容】
■ 開発対象
ライブ配信プラットフォーム（モバイルアプリ）
すでに稼働しているReact Nativeアプリがあり、これをReact Native / Expo 基盤で再設計・リファクタリングしていきます。
単なる保守ではなく、構造改善と今後の拡張を見据えた作り直しが中心です。■ 主な機能
・リアルタイムライブ配信／視聴
・音声／ビデオ通話
・リアルタイムメッセージング
・ポイント決済
・プロフィール管理、フォロー／いいね
・多言語自動翻訳（7言語）■ 担当範囲
・要件整理／技術検討
・設計への参加
・フロントエンド開発（中心）
・バックエンド連携／一部開発
・インフラ構築／運用補助
・リリース後の保守・運用
※すべてを一人で担当する想定ではなく、ご経験・得意領域に合わせて役割を調整します。【技術スタック】
・フロント：React Native + Expo（TypeScript）
・バックエンド：Ruby / Ruby on Rails、GraphQL
・DB／ミドルウェア：MySQL、Redis
・外部サービス：Cursor、Agora RTC、BytePlus SMS、AWS【開発・業務環境】
・コミュニケーション：Slack、LINE、Google Meet
・タスク管理：Trello
・ドキュメント：Notion
・ソース管理：GitHub【契約について】
・トライアル：契約開始から1ヶ月
・初期契約：トライアル後3ヶ月
・継続：双方合意で延長可能【応募条件】
■ 必須（いずれか）
・プログラミングの基礎知識がある
・Web／アプリ開発の学習経験がある
・Git／GitHubの基本操作がわかる
・自律的に調べて学習できる
※実務経験は必須ではありません（学習意欲重視）。■ 歓迎
・React／React Native経験（学習レベルでもOK）
・TypeScript／Node.js経験（学習レベルでもOK）
・DBの基礎理解
・AIツール（ChatGPT、Cursor等）の活用経験
・個人開発／ポートフォリオ【応募方法】
以下をお知らせください。
1）自己紹介（学習歴・開発経験／得意技術）
2）ポートフォリオ・実績（あれば：GitHub、個人開発など）
3）稼働条件（週あたり可能時間・曜日）
4）希望月額報酬
5）開始可能時期
6）応募動機／質問【選考の流れ】
1）書類確認（1〜2営業日）
2）オンライン確認（Google Meet／約15分）
　・簡単に自己紹介
　・条件すり合わせ
　・コーディングテストのリンク送付
3）結果連絡（面談後4週間以内）ご不明点があれば、事前のご質問も歓迎します。
ご応募をお待ちしております。
クライアント情報
SUPERNOVA.
ありがとう 73 件
本人確認未提出
発注ルールチェック済み
総合評価
-
募集実績
5 件
プロジェクト完了率
-
東京・六本木拠点のスタートアップ。ライブ配信プラットフォームの開発・運営を行っています。
React Native/Expo、Rails、GraphQL等",375,"マッチ: コーディング, react, typescript, node, chatgpt",1000000
データ分析,【フルリモート】AI開発やデータ分析の人材育成、研修を実施する企業でAzureエンジニアを募集！,"800,000円",2026年03月11日,サイト構築・ウェブ開発,9人,2026年02月26日,情報,,,https://crowdworks.jp/public/jobs/12952580,"【フルリモート】AI開発やデータ分析の人材育成、研修を実施する企業でAzureエンジニアを募集！ サイト構築・ウェブ開発の仕事の依頼
skillup-next
 (405件のレビュー) 本人確認済み 発注ルールチェック済み
仕事の概要
固定報酬制
	
800,000円


納品希望日
	-

掲載日
	2026年02月26日

応募期限
	2026年03月11日

必要なスキル
	
Microsoft Azure WEBシステム開発
応募状況
応募した人 9 人契約した人 0 人募集人数 1 人気になる！リスト 8 人
この仕事に応募したクラウドワーカーを見る 
仕事の詳細
ーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー
大手法人向けにAI開発やデータ分析の人材育成、研修を実施する企業で、
Azure エンジニアを募集します！
ーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー

弊社は創業以来、AI開発・データ分析に係る人材育成を通じて、大手を中心900社以上の企業に人材育成プログラムを提供しています。
顧客保有データを活用した実践型の講義やインタラクティブな学習スタイルで、業界に新たな価値を提供しています。

この度、Azureプラットフォーム上でのウェブシステム開発を行ってくださる方を募集します。
ご参画いただく方にはチームで丁寧にサポートさせていただきますので奮ってのご応募、お待ちしております！

【依頼内容】
・ウェブシステムの開発業務
　- Azureプラットフォーム上でのウェブシステム開発
　- ネットワークおよびセキュリティ要件の定義
　- ネットワークおよびセキュリティに関する各種設定

【応募要件】
◇必須条件
・Azureプラットフォーム上での開発経験
・Azureのセキュリティ周りに関する知識
・Azureのネットワーク設定に関する知識

◇歓迎条件
・Azure Open AI Serviceの使用経験
・Azure Cognitive Servicesの使用経験
・RAGシステムに関連する自然言語処理（NLP）の知識
・MLOpsツールの使用経験

【報酬】
・80万円～/月
　※ご経験・スキルにより、面談ですり合わせの上決定しております。
　※業務委託契約となります。

【契約期間】
・3カ月～6カ月

【採用プロセス】
応募 （下記質問に回答する形でご応募ください）
↓
部門責任者 WEB面談（書類選考通過の方にご案内します）
↓
決定

【応募時の記載事項】
Q1.　お名前、在住地域
Q2.　これまでの就業略歴【300字以上】
Q3.　Azureを用いた開発経験（経験年数、開発内容、使ったことがあるAzureのプロダクト）
Q4.　採用時の稼働予定（週○日、1日○時〜○時の何時間、勤務可能な曜日 ）
Q5.　現在、下記に該当する企業で働いていらっしゃいますか。（業務委託・副業など含む）働いている場合は、企業名をお知らせください。
AI関連教育事業者（参考企業リスト：https://www.jdla.org/certificate/engineer/programs/bizlist/）
直接的に教育事業者ではないが、AI関連の教育事業もサービス展開している企業
この仕事の特徴
継続あり
クライアント情報
skillup-next
ありがとう 377 件
本人確認済み
発注ルールチェック済み
総合評価
4.9
募集実績
1,586 件
プロジェクト完了率
97 %
当社は、先端領域の人材育成や組織作りで企業を支援しています。

創業から展開しているAI/DX人材育成プログラムは、大手企業を中心として800社以上、延べ8万人以上の社会人や大学生などに教育を提供してきました。経済産業省のレポートでも指摘されている「ITシステム2025年の崖」に顕著に表わされていますが、先端領域を活用するデジタルリテラシーの向上は日本経済にとって喫緊の課題です。

また最近ではGX（グリーントランスフォーメーション）人材育成プログラムを立ち上げ、企業のGX推進支援にも力を入れています。日本は2020年に「2050年カーボンニュートラル宣言」を行い脱炭素社会への流れは不可逆なものとなりつつあり、多くの企業が、脱炭素への取り組みを最重要アジェンダの一つとして位置づけ取り組みを進めていますが、時局に適った施策をスピード感を持って実行するには、GX人材を社内に抱えることが重要です。DX人材育成で培った体系的なカリキュラム作成ノウハウを活かし、企業のレベル感やニーズに合わせて、事業にマッチした育成プログラムを提供します。

加えて、量子・Web3といった先端領域にも焦点をあて、人材育成",95,"マッチ: データ分析, ai, フォーム",800000
データ分析,データエンジニア（データ分析基盤構築）,"500,000円",2026年03月04日,データベース設計・構築,2人,2026年02月19日,情報,,,https://crowdworks.jp/public/jobs/12935634,"データエンジニア（データ分析基盤構築） データベース設計・構築の仕事の依頼
Walk To See
 (35件のレビュー) 本人確認済み 発注ルールチェック済み
仕事の概要
固定報酬制
	
500,000円 〜 1,000,000円


納品希望日
	-

掲載日
	2026年02月19日

応募期限
	2026年03月04日
応募状況
応募した人 2 人契約した人 0 人募集人数 3 人気になる！リスト 8 人
この仕事に応募したクラウドワーカーを見る 
仕事の詳細
案件名
データ分析基盤構築・ETL処理開発支援（Snowflake/Python）

業務内容
・DWH（Snowflake/BigQuery/Redshift）の設計・構築
・Python/SQLを用いたETL/ELT処理の実装・パイプライン構築
・BIツール（Tableau/Power BI）連携およびデータマート作成
・既存オンプレミスDBからのデータ移行計画・実施

必須スキル
・SQLを用いたデータ抽出・加工の実務経験（3年以上）
・Pythonを用いたデータ処理の実装経験
・クラウドDWH（Snowflake, Databricks, BigQuery等）の利用経験尚可スキル
・dbt等のデータ変換ツールの利用経験
・ETLツール（Informatica, DataSpider等）の使用経験
・大量データ処理のパフォーマンスチューニング経験

単価目安
50万円 〜 80万円 / 月 （スキル見合い・ポジションによる）

働き方
原則リモート（案件により週1回程度都内への訪問があります）

稼働時間
平日9：00-18：00を中心にフレックスで稼働可能　※1人月稼働可能な方優先

募集背景
企業のデータドリブン経営へのシフトに伴い、分散したデータを統合・活用するための基盤構築ニーズが急増しており、即戦力のデータエンジニアが不足しており複数名募集しています。

ご応募の際は上記スキル要件に〇△✕を付与しご返信ください。
ご用意がございましたら、職務経歴書ないしスキルシートの添付をお願いします。
Webにて概要説明等の面談をいたします。カメラONにてご参加をお願いします
この仕事の特徴
専門スキル歓迎 継続あり
クライアント情報
Walk To See
ありがとう 232 件
本人確認済み
発注ルールチェック済み
総合評価
4.9
募集実績
230 件
プロジェクト完了率
97 %
BtoBのマーケティング・インサイドーセールス・営業代行等、企業様の顧客獲得　及び　有効応募数の増加・採用歩留まりの向上・離職防止を目的とした、採用コンサルティング　を事業としています。
【営業課題】
・既存顧客へのフォローが忙しくて新規の提案活動ができない
・新規の問い合わせ等リードを増やしたいがどうしたらいいかわからない
・SFA/CRM/MA等のツールを検討したいが、何が自社に合うかわからない
・ツールを導入したが有効に活用できていない
・資料請求などのリードは増えたが、有効な商談につながらない
・社内の顧客情報が一元管理できていない
【採用・人事課題】
・応募数が伸びない
・面接の来社率が悪い
・内定後の離脱や入社後の早期退職をなんとかしたい
等

様々な課題に合わせた最適な解決策・リソースを提供し、営業力強化・営業生産性の向上に貢献します。
Walk To Seeの詳細を見る
 
最近応募したクラウドワーカー
クラウドワーカー	応募日時
 イザークコンサル	2026/02/28 12:12
 LesterP	2026/02/23 13:25

会員登録してさっそく仕事に応募しよう！

会員登録（無料）

SNSアカウントで利用（無料）

Facebook
Yahoo!ID
Google
システム開発の他の求人・仕事を探す
すべての仕事カテゴリ
システム開発
Web開発・システム設計
サイト構築・ウェブ開発
業務システム・ソフトウェア
サーバー・ネットワーク構築
データベース設計・構築
Excel VBA・マクロ開発
スクレイピング・データ収集
Webプログラミング
プロジェクトマネジメント・要件定義
プログラミング講師・メンター
その他（システム開発）
AWS構築・WAF導入
株・FX・仮想通貨ツール開発
顧客管理・CRMシステム開発
Salesforce・SFAシステム開発
受発注システム開発
予約システム開発
勤怠管理システム開発
レスポンシブサイト制作
メタバース開発",260,"マッチ: python, スクレイピング, vba, excel, マクロ",500000
Python 開発,AIエージェントアプリ開発,"500,000円",2026年03月13日,AI・チャットボット開発,35人,2026年02月27日,情報,,,https://crowdworks.jp/public/jobs/12880388,"AIエージェントアプリ開発 AI・チャットボット開発の仕事の依頼
Walk To See
 (35件のレビュー) 本人確認済み 発注ルールチェック済み
仕事の概要
固定報酬制
	
500,000円 〜 1,000,000円


納品希望日
	-

掲載日
	2026年02月27日

応募期限
	2026年03月13日

必要なスキル
	
Python Amazon Web Services (AWS)
応募状況
応募した人 35 人契約した人 0 人募集人数 4 人気になる！リスト 31 人
この仕事に応募したクラウドワーカーを見る 
仕事の詳細
■業務内容：
AIエージェントアプリ開発(Dify)において
以下の業務をお任せいたします
・要件定義、設計、開発、リリース
エンジニア及びPLをそれぞれ募集しています。

■環境：
Dify、Python、AWS 他　

■スキル要件：
・AIアプリ開発またはそれに準ずる経験（Difyベスト）
・PythonでのWebアプリ開発経験
・要件定義／ユーザ部門ヒアリング経験
・PM.PL経験(リーダー枠希望者)


■期間：　2月(3月も検討)～2026年7月予定　※継続可能性あり
■最寄：　基本リモート　※必要に応じ出勤が可能な方希望(23区内)
■単金：　エンジニア：50-70万/月　PL：60-80万/月
　　　　　※スキル見合い　
■精算：　140～180h

ご応募の際は上記スキル要件に〇△✕を付与しご返信ください。
ご用意がございましたら、職務経歴書ないしスキルシートの添付をお願いします。
Webにて概要説明等の面談をいたします。カメラONにてご参加をお願いします
この仕事の特徴
専門スキル歓迎 継続あり
クライアント情報
Walk To See
ありがとう 232 件
本人確認済み
発注ルールチェック済み
総合評価
4.9
募集実績
230 件
プロジェクト完了率
97 %
BtoBのマーケティング・インサイドーセールス・営業代行等、企業様の顧客獲得　及び　有効応募数の増加・採用歩留まりの向上・離職防止を目的とした、採用コンサルティング　を事業としています。
【営業課題】
・既存顧客へのフォローが忙しくて新規の提案活動ができない
・新規の問い合わせ等リードを増やしたいがどうしたらいいかわからない
・SFA/CRM/MA等のツールを検討したいが、何が自社に合うかわからない
・ツールを導入したが有効に活用できていない
・資料請求などのリードは増えたが、有効な商談につながらない
・社内の顧客情報が一元管理できていない
【採用・人事課題】
・応募数が伸びない
・面接の来社率が悪い
・内定後の離脱や入社後の早期退職をなんとかしたい
等

様々な課題に合わせた最適な解決策・リソースを提供し、営業力強化・営業生産性の向上に貢献します。
Walk To Seeの詳細を見る
 
最近応募したクラウドワーカー
クラウドワーカー	応募日時
 tomyuta	2026/02/26 14:27
 ace2018	2026/02/26 12:14
 takuya12123	2026/02/25 11:38
 株式会社NCS	2026/02/22 11:42
 lifetime0828	2026/02/20 11:39
 updating30	2026/02/18 11:19
 あそう　しょう	2026/02/17 10:02
 somveer	2026/02/14 19:50
 髙濱周平	2026/02/13 20:05
 いたなか	2026/02/10 09:23
 GP6	2026/02/06 17:47
 シリコンバレーエンジニア	2026/02/06 10:59
 小原利春｜obara	2026/02/06 09:13
 白濵	2026/02/02 08:16
 _Inoue	2026/01/31 10:21
 takeda03731	2026/01/30 18:56
 SP25	2026/01/30 17:48
 kaitoyamanejang	2026/01/30 00:07
 nooz	2026/01/29 11:49
 stscience	2026/01/29 05:49

会員登録してさっそく仕事に応募しよう！

会員登録（無料）

SNSアカウントで利用（無料）

Facebook
Yahoo!ID
Google
AI（人工知能）・機械学習の他の求人・仕事を探す
すべての仕事カテゴリ
AI（人工知能）・機械学習
AI・チャットボット開発
機械学習・ディープラーニング
ChatGPT開発
AI・チャットボット開発
AIアノテーション",150,"マッチ: python, chatgpt, gpt, ai, aws",500000
Python 開発,生成AI・LLM活用開発エンジニア,"500,000円",2026年03月04日,機械学習・ディープラーニング,9人,2026年02月19日,情報,,,https://crowdworks.jp/public/jobs/12935631,"生成AI・LLM活用開発エンジニア 機械学習・ディープラーニングの仕事の依頼
Walk To See
 (35件のレビュー) 本人確認済み 発注ルールチェック済み
仕事の概要
固定報酬制
	
500,000円 〜 1,000,000円


納品希望日
	-

掲載日
	2026年02月19日

応募期限
	2026年03月04日

必要なスキル
	
Python
応募状況
応募した人 9 人契約した人 0 人募集人数 4 人気になる！リスト 9 人
この仕事に応募したクラウドワーカーを見る 
仕事の詳細
案件名
生成AI/LLM活用アプリケーション開発・PoC支援

業務内容
・Azure OpenAI ServiceやAmazon Bedrock等を活用したAI機能の設計・実装
・RAG（検索拡張生成）アーキテクチャの構築・精度チューニング
・Python（LangChain, LlamaIndex等）を用いたバックエンド開発
・AIエージェントやチャットボットのプロトタイプ開発および本番化対応

必須スキル
・Pythonを用いたWebアプリケーションまたはバックエンド開発経験（3年以上）
・生成AI/LLM（OpenAI API, Azure OpenAI, Bedrock等）を用いた開発・検証経験
・クラウド（AWS, Azure, GCP）での開発経験

尚可スキル
・RAG（Retrieval-Augmented Generation）システムの構築経験
・ベクトルデータベース（Pinecone, Weaviate等）の利用経験
・AIサービスの企画・提案・要件定義の経験

単価
目安60万円 〜 80万円 / 月 （スキル見合いで上振れ可能）
※特にPM経験者は上記以上のご相談もあります。

働き方
原則フルリモート（案件により週1回程度の都内現地でのMTGあり）

稼働時間
平日9：00-18：00を中心にフレックスで稼働可能　※1人月稼働可能な方優先

募集背景
企業のDX推進において生成AI活用が急務となっており、PoC（概念実証）から本番導入までをリードできるエンジニアへのオファーが急増しており、PM～エンジニアと各ポジションを募集しています。

ご応募の際は上記スキル要件に〇△✕を付与しご返信ください。
ご用意がございましたら、職務経歴書ないしスキルシートの添付をお願いします。
Webにて概要説明等の面談をいたします。カメラONにてご参加をお願いします
この仕事の特徴
専門スキル歓迎 継続あり
クライアント情報
Walk To See
ありがとう 232 件
本人確認済み
発注ルールチェック済み
総合評価
4.9
募集実績
230 件
プロジェクト完了率
97 %
BtoBのマーケティング・インサイドーセールス・営業代行等、企業様の顧客獲得　及び　有効応募数の増加・採用歩留まりの向上・離職防止を目的とした、採用コンサルティング　を事業としています。
【営業課題】
・既存顧客へのフォローが忙しくて新規の提案活動ができない
・新規の問い合わせ等リードを増やしたいがどうしたらいいかわからない
・SFA/CRM/MA等のツールを検討したいが、何が自社に合うかわからない
・ツールを導入したが有効に活用できていない
・資料請求などのリードは増えたが、有効な商談につながらない
・社内の顧客情報が一元管理できていない
【採用・人事課題】
・応募数が伸びない
・面接の来社率が悪い
・内定後の離脱や入社後の早期退職をなんとかしたい
等

様々な課題に合わせた最適な解決策・リソースを提供し、営業力強化・営業生産性の向上に貢献します。
Walk To Seeの詳細を見る
 
最近応募したクラウドワーカー
クラウドワーカー	応募日時
 takeda03731	2026/02/27 18:23
 DX TECH	2026/02/27 13:25
 KAKUCHO株式会社	2026/02/27 11:16
 株式会社NCS	2026/02/27 01:49
 ターベイス	2026/02/20 20:03
 lifetime0828	2026/02/20 11:55
 Hekmatial	2026/02/19 23:57
 サイバーワン	2026/02/19 22:03
 niconicoya	2026/02/19 15:57

会員登録してさっそく仕事に応募しよう！

会員登録（無料）

SNSアカウントで利用（無料）

Facebook
Yahoo!ID
Google
AI（人工知能）・機械学習の他の求人・仕事を探す
すべての仕事カテゴリ
AI（人工知能）・機械学習
機械学習・ディープラーニング
機械学",150,"マッチ: python, api, openai, ai, aws",500000
API開発,マッチングアプリのサーバーサイド開発,"400,000円",2026年03月08日,サイト構築・ウェブ開発,8人,2026年02月22日,情報,,,https://crowdworks.jp/public/jobs/12943424,"マッチングアプリのサーバーサイド開発 サイト構築・ウェブ開発の仕事の依頼
asahisystem
 (0件のレビュー) 本人確認未提出 発注ルールチェック未回答
仕事の概要
固定報酬制
	
400,000円 〜 500,000円


納品希望日
	-

掲載日
	2026年02月22日

応募期限
	2026年03月08日
応募状況
応募した人 8 人契約した人 0 人募集人数 2 人気になる！リスト 7 人
この仕事に応募したクラウドワーカーを見る 
仕事の詳細
【概要】
某社が運営するマッチングアプリのサーバーサイド開発・運用業務を担当していただきます。
事業の方向性を模索しながら開発を行う必要があります。
そのため、フェーズごとの状況に応じた柔軟な対応ができることが求められます。

【開発環境】
・プログラミング言語：Ruby、JavaScript
・Webアプリケーションフレームワーク：RubyonRails、Nuxt.js
・データストア：PostgreSQL、Redis
・インフラストラクチャ：AWS
・開発環境：GitHub、GitHubActions、Docker

【担当工程】
・サーバーサイドの新規機能追加・既存機能改修のためのAPI開発・管理画面開発
・プロダクトマネージャー・アプリ開発エンジニアとの連携
・サーバーサイドアプリケーションのリリース
・コードの品質改善、開発フロー改善による開発者体験の向上
・プログラミング言語・フレームワークのバージョンアップ
・数値分析・数値分析に基づいた改善施策の立案
・企画立案

【必要スキル】
・JavaScriptの開発経験
・RubyonRailsを用いた開発経験
・Webアプリケーション開発経験
・ネイティブアプリ・SPAのAPI開発経験
・コードレビュー経験

【勤務詳細】
・月曜～金曜　9:00～17:00

【報酬】
・４０万円～６０万円

【必須条件】
・メインの案件として対応可能な方
・上記条件で対応可能な方

フリーランスの方のご応募お待ちしております！
弊社と共に今お持ちのスキルをより一層高めながら末永くお付き合いできれば幸いです。

クライアント情報
asahisystem
ありがとう 85 件
本人確認未提出
発注ルールチェック未回答
総合評価
-
募集実績
135 件
プロジェクト完了率
-
asahisystemの詳細を見る
 
最近応募したクラウドワーカー
クラウドワーカー	応募日時
 イザークコンサル	2026/02/28 12:23
 mirabo	2026/02/25 17:05
 Dev919	2026/02/24 23:07
 WebDoraemon	2026/02/24 08:49
 shinkai_ren	2026/02/23 16:11
 taylor7	2026/02/23 15:12
 LesterP	2026/02/23 13:57
 nekomomo	2026/02/22 10:13

会員登録してさっそく仕事に応募しよう！

会員登録（無料）

SNSアカウントで利用（無料）

Facebook
Yahoo!ID
Google
システム開発の他の求人・仕事を探す
すべての仕事カテゴリ
システム開発
Web開発・システム設計
サイト構築・ウェブ開発
業務システム・ソフトウェア
サーバー・ネットワーク構築
データベース設計・構築
Excel VBA・マクロ開発
スクレイピング・データ収集
Webプログラミング
プロジェクトマネジメント・要件定義
プログラミング講師・メンター
その他（システム開発）
AWS構築・WAF導入
株・FX・仮想通貨ツール開発
顧客管理・CRMシステム開発
Salesforce・SFAシステム開発
受発注システム開発
予約システム開発
勤怠管理システム開発
レスポンシブサイト制作
メタバース開発",380,"マッチ: javascript, スクレイピング, api, vba, excel",400000
React Next.js,Webフロントエンドエンジニア（React/TypeScript）,"400,000円",2026年03月04日,業務システム・ソフトウェア,18人,2026年02月19日,情報,,,https://crowdworks.jp/public/jobs/12935644,"Webフロントエンドエンジニア（React/TypeScript） 業務システム・ソフトウェアの仕事の依頼
Walk To See
 (35件のレビュー) 本人確認済み 発注ルールチェック済み
仕事の概要
固定報酬制
	
400,000円 〜 500,000円


納品希望日
	-

掲載日
	2026年02月19日

応募期限
	2026年03月04日

必要なスキル
	
TypeScript React
応募状況
応募した人 18 人契約した人 0 人募集人数 3 人気になる！リスト 5 人
この仕事に応募したクラウドワーカーを見る 
仕事の詳細
案件名
React/Next.jsを用いたモダンWebアプリケーション開発

業務内容
・SaaSプロダクトや会員制サイトのフロントエンド設計・開発
・TypeScript/React/Next.jsを用いたSPA（シングルページアプリケーション）構築
・UI/UXデザイナーと連携した画面実装・改善
・バックエンドAPIとの連携実装およびテスト

必須スキル
・JavaScriptフレームワーク（React, Vue.js等）を用いた開発経験（3年以上）
・TypeScriptの実務経験
・HTML5/CSS3によるコーディングおよびレスポンシブ対応スキル

尚可スキル
・Next.js/Nuxt.jsなどのフレームワークを用いたSSR/SSG開発経験
・AWS/GCP環境での開発経験
・Figma等のデザインツールを用いたUI設計理解

単価目安
40万円 〜 70万円 / 1人月 （スキル見合い）

働き方
原則フルリモート（案件により必要に応じ都内への訪問が発生します）

稼働時間
平日9：00-18：00を中心にフレックスで稼働可能　※1人月稼働可能な方優先

募集背景
既存システムのUI/UX改善や新規サービスの立ち上げにおいて、モダンなフロントエンド技術（React/TypeScript）を採用するプロジェクトが増加しており、専門性を持つエンジニアを複数名募集します。

ご応募の際は上記スキル要件に〇△✕を付与しご返信ください。
ご用意がございましたら、職務経歴書ないしスキルシートの添付をお願いします。
Webにて概要説明等の面談をいたします。カメラONにてご参加をお願いします
この仕事の特徴
専門スキル歓迎 継続あり
クライアント情報
Walk To See
ありがとう 232 件
本人確認済み
発注ルールチェック済み
総合評価
4.9
募集実績
230 件
プロジェクト完了率
97 %
BtoBのマーケティング・インサイドーセールス・営業代行等、企業様の顧客獲得　及び　有効応募数の増加・採用歩留まりの向上・離職防止を目的とした、採用コンサルティング　を事業としています。
【営業課題】
・既存顧客へのフォローが忙しくて新規の提案活動ができない
・新規の問い合わせ等リードを増やしたいがどうしたらいいかわからない
・SFA/CRM/MA等のツールを検討したいが、何が自社に合うかわからない
・ツールを導入したが有効に活用できていない
・資料請求などのリードは増えたが、有効な商談につながらない
・社内の顧客情報が一元管理できていない
【採用・人事課題】
・応募数が伸びない
・面接の来社率が悪い
・内定後の離脱や入社後の早期退職をなんとかしたい
等

様々な課題に合わせた最適な解決策・リソースを提供し、営業力強化・営業生産性の向上に貢献します。
Walk To Seeの詳細を見る
 
最近応募したクラウドワーカー
クラウドワーカー	応募日時
 aka25	2026/02/28 18:03
 ChowTra	2026/02/26 11:58
 esnir74	2026/02/26 11:29
 イザークコンサル	2026/02/25 19:05
 mirabo	2026/02/23 16:33
 merry16	2026/02/23 09:17
 taylor7	2026/02/20 15:42
 taie0424	2026/02/20 15:20
 むらた/WEBデザイナー	2026/02/20 12:08
 ootashikou	2026/02/20 02:25
 サイバーワン	2026/02/19 21:53
 coder0430	2026/02/19 21:26
 torihon62	2026/02/19 16:04
 niconicoya	2026/02/19 15:54
 CROWN_2026	2026/02/19 14:20
 saint.seiya	2026/02/19 11:49
 nekomomo	2026/02/19 11:33",315,"マッチ: コーディング, html, css, javascript, api",400000
